0.000004389,Alloca
0.000004199,Alloca
0.000010038,Store
0.000000319,BitCast
0.001367598,Call
0.000006157,Load
0.000005134,Call
0.000003089,Alloca
0.000002184,Alloca
0.000005403,Store
0.148149462,Call
0.000009391,Load
0.000002895,ICmp
0.023948603,Br
0.000009786,Load
0.000001370,ICmp
0.035843377,Br
0.000006185,Load
0.000000973,ICmp
0.028883946,Br
0.016475077,Call
0.008076777,Call
0.000000750,Br
0.000010056,Store
0.000000270,Br
0.000002789,Load
0.000003011,Ret
0.000087919,Ret
0.012861549,Call
0.000007883,Store
0.000000700,Br
0.000002490,Load
0.000003042,Ret
0.000001121,Store
0.000079155,Ret
0.009938435,Call
0.000007897,Store
0.000000718,Br
0.000002398,Load
0.000003248,Ret
0.000067421,Ret
0.000000204,Br
0.000001900,Load
0.000005382,Ret
0.000030009,Ret
0.000006480,Alloca
0.000006002,Alloca
0.000002790,Alloca
0.000006766,Alloca
0.000010608,Store
0.000000483,Call
0.000000563,BitCast
0.000904795,Call
0.000000225,Call
0.000000440,BitCast
0.002299124,Call
0.000000577,Call
0.000000736,BitCast
0.001834860,Call
0.000010921,Load
0.000004557,Load
0.000000357,GetElementPtr
0.000000321,GetElementPtr
0.000004568,Load
0.000007427,Call
0.000005124,Alloca
0.000002320,Alloca
0.000002176,Alloca
0.000005914,Alloca
0.000002440,Alloca
0.000002441,Alloca
0.000000305,GetElementPtr
0.000000289,GetElementPtr
0.000004820,Store
0.000000278,Call
0.000003528,Store
0.000000309,Call
0.000003786,Store
0.000000171,Call
0.000000146,Call
0.000002926,Store
0.000000042,Call
0.000001017,Store
0.000000109,Call
0.000000262,BitCast
0.000000100,BitCast
0.000002134,Load
0.000000743,LShr
0.000000699,And
0.000001472,Store
0.000001109,Load
0.000000824,ICmp
0.000001105,Load
0.000000302,ICmp
0.000000486,Or
0.017770104,Br
0.000007766,Load
0.000001551,ICmp
0.015715578,Br
0.222465969,Call
0.000008920,Load
0.000001047,LShr
0.008838848,Call
0.000013825,Store
0.000005276,Load
0.000003232,Load
0.000001114,Or
0.000004703,Store
0.000000334,BitCast
0.000000366,BitCast
0.000003640,Load
0.000001627,LShr
0.000001121,And
0.000000289,BitCast
0.000003777,Load
0.000000201,BitCast
0.000001636,Load
0.000000483,LShr
0.000000479,And
0.000007902,Call
0.000005531,Alloca
0.000002697,Alloca
0.000001642,Alloca
0.000002071,Alloca
0.000002161,Store
0.000000171,Call
0.000002597,Load
0.000001478,Store
0.000000212,Call
0.000002442,Store
0.000000085,Call
0.000001320,Store
0.000000160,Call
0.000003331,Load
0.000000594,Add
0.000000975,ICmp
0.007356330,Br
0.000010051,Load
0.000010173,Store
0.000003480,ICmp
0.000003462,Load
0.000001130,ICmp
0.000000759,And
0.011818201,Br
0.009816612,Call
0.000009916,Load
0.000002463,Load
0.000002402,Load
0.000002494,Store
0.000001387,Load
0.000001425,Load
0.000001438,Mul
0.000001651,Load
0.000001422,Store
0.000001080,Br
0.000007746,Ret
0.000000723,Br
0.000003935,Ret
0.013467718,Ret
0.000000903,Add
0.000006430,Store
0.000000312,BitCast
0.000000079,BitCast
0.000002693,Load
0.000000685,LShr
0.000000695,And
0.000000221,BitCast
0.000000063,BitCast
0.000002451,Load
0.000000271,LShr
0.000000434,And
0.000009097,Call
0.000004524,Alloca
0.000001261,Alloca
0.000002261,Alloca
0.000000973,Alloca
0.000001815,Store
0.000000237,Call
0.000002730,Store
0.000000098,Call
0.000001285,Store
0.000000068,Call
0.000001148,Store
0.000000042,Call
0.000001882,Load
0.000000892,ICmp
0.004528732,Br
0.000003887,Load
0.000001067,ICmp
0.000001548,Load
0.000000504,ICmp
0.000000477,And
0.000015298,Br
0.003007488,Call
0.000004550,Load
0.000002022,Load
0.000001996,Store
0.000001504,Load
0.000000957,Mul
0.000001482,Load
0.000001172,Store
0.000000756,Br
0.000005521,Ret
0.000000484,Br
0.000005419,Ret
0.000064044,Ret
0.000003771,Alloca
0.000003901,Alloca
0.000002048,Alloca
0.000009628,Store
0.000000331,Call
0.003471234,Call
0.000000387,BitCast
0.000007262,Store
0.000000351,Call
0.000000305,BitCast
0.001879592,Call
0.000005727,Load
0.000003645,Store
0.000003316,Load
0.000005038,Load
0.000003519,Call
0.000003808,Alloca
0.000002327,Alloca
0.000002932,Alloca
0.000002914,Store
0.000000217,Call
0.000003812,Store
0.000000178,Call
0.000003351,Load
0.000002527,Store
0.000001916,Load
0.000001036,Load
0.000001422,Load
0.000002133,ICmp
0.012865352,Br
0.132415322,Call
0.000008593,Store
0.000000618,Br
0.000002733,Load
0.000002752,Ret
0.000001803,Load
0.000000152,BitCast
0.015122191,Call
0.000008739,Call
0.000114879,Ret
0.000004284,Store
0.000000533,Br
0.000001868,Load
0.000004682,Ret
0.000001734,Load
0.000000186,BitCast
0.000002384,Call
0.000030048,Ret
0.000005152,Alloca
0.000004229,Alloca
0.000002090,Alloca
0.000010087,Store
0.000000357,Call
0.000000237,Call
0.000854142,Call
0.002118925,Call
0.000005566,Load
0.000001140,SExt
0.000003115,Load
0.000000532,SExt
0.000003664,Call
0.000003132,Alloca
0.000001847,Alloca
0.000003894,Store
0.000000148,Call
0.000014045,Store
0.000000177,Call
0.000004145,Load
0.000002087,Load
0.000001147,ICmp
0.031350193,Br
